READING,WELLNUM,CONTENT,DESCRIPTION,FILTERSET,TIME [h],AMPLITUDE,PHASE,AMPLITUDE2,ACT TEMP [°C],ACT HUMIDITY [rH],ACT O2 [%],ACT CO2 [%],COMMENTS
R,,,,1,0.00752,108.71,0,35.05,27.6,46.1,16.63,0.05,test measure for referencing with gain 22 and 9
C1,A01,X1,,1,0.01071,8.59,0,0,28.1,55.46,16.43,0.05,
C1,A02,X2,,1,0.0127,8.56,0,0,28.4,58.92,16.32,0.05,
C1,A03,X3,,1,0.01471,8.35,0,0,28.8,62.31,16.22,0.05,
C1,A04,X4,,1,0.01671,8.16,0,0,29.3,64.38,16.04,0.05,
C1,A05,X5,,1,0.01868,8.73,0,0,29.6,65.98,15.96,0.05,
C1,A06,X6,,1,0.02066,8.07,0,0,30.1,67.57,15.85,0.05,
C1,A07,X7,,1,0.02266,8.14,0,0,30.4,68.54,15.75,0.05,
C1,A08,X8,,1,0.02462,8.34,0,0,30.9,70.04,15.66,0.05,
C1,B08,X16,,1,0.02676,8.19,0,0,31.3,70.6,15.57,0.05,
C1,B07,X15,,1,0.02876,9.06,0,0,31.7,70.95,15.48,0.05,
C1,B06,X14,,1,0.03073,8.62,0,0,32.1,71.08,15.39,0.05,
C1,B05,X13,,1,0.0327,8.98,0,0,32.4,71.08,15.32,0.05,
C1,B04,X12,,1,0.0347,8.65,0,0,32.6,70.95,15.23,0.05,
C1,B03,X11,,1,0.03667,8.87,0,0,32.9,70.76,15.21,0.05,
C1,B02,X10,,1,0.03867,8.46,0,0,33.2,70.7,15.1,0.05,
C1,B01,X9,,1,0.04072,8.57,0,0,33.4,70.5,15.04,0.05,
C1,C01,X17,,1,0.04275,8.58,0,0,33.6,70.36,15.02,0.05,
C1,C02,X18,,1,0.04475,8.91,0,0,33.7,70.24,14.95,0.05,
C1,C03,X19,,1,0.04673,9.25,0,0,33.8,70.16,14.92,0.05,
C1,C04,X20,,1,0.04871,9.07,0,0,33.9,70.23,14.92,0.05,
C1,C05,X21,,1,0.05068,9.07,0,0,33.9,70.3,14.84,0.05,
C1,C06,X22,,1,0.0527,8.85,0,0,33.9,70.39,14.82,0.05,
C1,C07,X23,,1,0.05468,9.32,0,0,33.9,70.49,14.76,0.05,
C1,C08,X24,,1,0.0567,8.56,0,0,33.8,70.9,14.75,0.05,
C1,D08,X32,,1,0.05871,9.07,0,0,33.8,71.14,14.73,0.05,
C1,D07,X31,,1,0.06079,9.71,0,0,33.7,71.54,14.72,0.05,
C1,D06,X30,,1,0.06276,9.51,0,0,33.6,71.87,14.66,0.05,
C1,D05,X29,,1,0.06475,9.4,0,0,33.4,72.27,14.65,0.05,
C1,D04,X28,,1,0.0668,9.63,0,0,33.3,72.65,14.63,0.05,
C1,D03,X27,,1,0.06882,9.63,0,0,33.2,73.1,14.57,0.05,
C1,D02,X26,,1,0.07082,9.4,0,0,33.1,73.42,14.56,0.05,
C1,D01,X25,,1,0.07278,8.86,0,0,32.9,73.59,14.56,0.05,
C1,E01,X33,,1,0.07479,9.09,0,0,32.8,73.02,14.54,0.05,
C1,E02,X34,,1,0.07676,9.26,0,0,32.6,72.5,14.48,0.05,
C1,E03,X35,,1,0.07877,9.74,0,0,32.4,71.4,14.53,0.05,
C1,E04,X36,,1,0.08076,10.24,0,0,32.3,70.23,14.48,0.05,
C1,E05,X37,,1,0.08272,9.79,0,0,32.1,69,14.48,0.05,
C1,E06,X38,,1,0.08473,10.16,0,0,31.9,68.54,14.47,0.05,
C1,E07,X39,,1,0.0867,10.05,0,0,31.8,67.71,14.47,0.05,
C1,E08,X40,,1,0.08867,8.75,0,0,31.7,67.05,14.48,0.05,
C1,F08,X48,,1,0.0907,9.18,0,0,31.5,66.56,14.53,0.05,
C1,F07,X47,,1,0.09278,10.02,0,0,31.4,66.13,14.47,0.05,
C1,F06,X46,,1,0.09477,9.73,0,0,31.2,65.82,14.48,0.05,
C1,F05,X45,,1,0.09675,9.83,0,0,31.1,65.55,14.47,0.05,
C1,F04,X44,,1,0.09872,10.36,0,0,30.9,65.66,14.48,0.05,
C1,F03,X43,,1,0.10072,9.36,0,0,30.8,65.49,14.48,0.05,
C1,F02,X42,,1,0.10269,8.8,0,0,30.7,65.43,14.48,0.05,
C1,F01,X41,,1,0.1047,8.3,0,0,30.6,65.61,14.47,0.05,
R,,,,2,0.11008,108.2,0,34.83,30.3,66.27,14.47,0.05,test measure for referencing with gain 22 and 9
C1,A01,X1,,2,0.11552,36.5,0,0,29.9,67.3,14.46,0.05,
C1,A02,X2,,2,0.11753,36.66,0,0,29.9,67.83,14.46,0.05,
C1,A03,X3,,2,0.11949,35.79,0,0,29.8,68.33,14.47,0.05,
C1,A04,X4,,2,0.12144,35.01,0,0,29.8,68.74,14.46,0.05,
C1,A05,X5,,2,0.12341,37.43,0,0,29.7,69.32,14.46,0.05,
C1,A06,X6,,2,0.1254,34.79,0,0,29.6,70.18,14.45,0.05,
C1,A07,X7,,2,0.12739,34.9,0,0,29.6,70.56,14.45,0.05,
C1,A08,X8,,2,0.12936,35.91,0,0,29.5,71.47,14.44,0.05,
C1,B08,X16,,2,0.13143,35.4,0,0,29.4,72.18,14.37,0.05,
C1,B07,X15,,2,0.13343,38.62,0,0,29.4,72.97,14.38,0.05,
C1,B06,X14,,2,0.13539,36.56,0,0,29.4,73.61,14.36,0.05,
C1,B05,X13,,2,0.13739,38.51,0,0,29.3,74.52,14.36,0.05,
C1,B04,X12,,2,0.13935,37.25,0,0,29.3,75.3,14.35,0.05,
C1,B03,X11,,2,0.14133,38.16,0,0,29.3,76.25,14.35,0.05,
C1,B02,X10,,2,0.14331,36.51,0,0,29.3,77.14,14.29,0.05,
C1,B01,X9,,2,0.14532,36.94,0,0,29.2,78.01,14.35,0.05,
C1,C01,X17,,2,0.14732,36.93,0,0,29.2,78.67,14.28,0.05,
C1,C02,X18,,2,0.14939,38.19,0,0,29.2,79.52,14.27,0.05,
C1,C03,X19,,2,0.15136,39.87,0,0,29.2,80.23,14.26,0.05,
C1,C04,X20,,2,0.15334,38.98,0,0,29.2,80.94,14.27,0.05,
C1,C05,X21,,2,0.15533,38.93,0,0,29.2,81.86,14.25,0.05,
C1,C06,X22,,2,0.1573,38.24,0,0,29.1,82.51,14.2,0.05,
C1,C07,X23,,2,0.15929,39.97,0,0,29.1,83.68,14.2,0.05,
C1,C08,X24,,2,0.16127,36.84,0,0,29.1,84.4,14.19,0.05,
C1,D08,X32,,2,0.16325,38.7,0,0,29.1,85.22,14.18,0.05,
C1,D07,X31,,2,0.16523,41.77,0,0,29.2,85.76,14.16,0.05,
C1,D06,X30,,2,0.16721,41.11,0,0,29.1,86.2,14.11,0.05,
C1,D05,X29,,2,0.1692,40.36,0,0,29.2,86.47,14.17,0.05,
C1,D04,X28,,2,0.17117,41.39,0,0,29.1,86.79,14.1,0.05,
C1,D03,X27,,2,0.17317,41.5,0,0,29.2,87.38,14.1,0.05,
C1,D02,X26,,2,0.17515,40.33,0,0,29.1,87.96,14.1,0.05,
C1,D01,X25,,2,0.17719,37.92,0,0,29.2,88.55,14.08,0.05,
C1,E01,X33,,2,0.17925,39.31,0,0,29.2,89.11,14.08,0.05,
C1,E02,X34,,2,0.18125,39.9,0,0,29.2,89.73,14.08,0.05,
C1,E03,X35,,2,0.18323,41.93,0,0,29.2,90.18,14.08,0.05,
C1,E04,X36,,2,0.18519,44.12,0,0,29.3,90.78,14.08,0.05,
C1,E05,X37,,2,0.18718,42.03,0,0,29.3,91.29,14.07,0.05,
C1,E06,X38,,2,0.18914,43.85,0,0,29.3,91.81,14.07,0.05,
C1,E07,X39,,2,0.19115,43.26,0,0,29.3,92.2,14.07,0.05,
C1,E08,X40,,2,0.19312,37.73,0,0,29.3,92.92,14.07,0.05,
C1,F08,X48,,2,0.19511,39.94,0,0,29.3,93.36,14.01,0.05,
C1,F07,X47,,2,0.19718,41.48,0,0,29.4,93.96,14.06,0.05,
C1,F06,X46,,2,0.19917,42.07,0,0,29.4,94.41,14.01,0.05,
C1,F05,X45,,2,0.20121,42.29,0,0,29.4,94.87,14.01,0.05,
C1,F04,X44,,2,0.20316,44.83,0,0,29.5,95.25,14.01,0.05,
C1,F03,X43,,2,0.20517,40.27,0,0,29.5,95.71,14.01,0.05,
C1,F02,X42,,2,0.20722,38.11,0,0,29.6,96.03,14.06,0.05,
C1,F01,X41,,2,0.20925,35.82,0,0,29.6,96.3,14,0.05,
R,,,,3,0.21646,108.49,0,34.87,29.7,96.87,14.01,0.05,test measure for referencing with gain 22 and 9
C1,A01,X1,,3,0.2237,120.71,0,0,29.8,97.21,14.07,0.05,
C1,A02,X2,,3,0.22578,120.99,0,0,29.8,97.21,14.06,0.05,
C1,A03,X3,,3,0.22777,118.92,0,0,29.8,97.22,14.07,0.05,
C1,A04,X4,,3,0.22977,115.67,0,0,29.8,97.21,14.06,0.05,
C1,A05,X5,,3,0.23182,123.72,0,0,29.8,97.21,14.08,0.05,
C1,A06,X6,,3,0.23386,115.15,0,0,29.8,97.21,14.09,0.05,
C1,A07,X7,,3,0.23592,115.58,0,0,29.8,97.14,14.08,0.05,
C1,A08,X8,,3,0.23796,118.57,0,0,29.8,97.19,14.08,0.05,
C1,B08,X16,,3,0.23998,116.85,0,0,29.8,97.13,14.09,0.05,
C1,B07,X15,,3,0.24204,127.85,0,0,29.8,97.02,14.1,0.05,
C1,B06,X14,,3,0.24405,121.24,0,0,29.8,97.07,14.1,0.05,
C1,B05,X13,,3,0.24615,127.67,0,0,29.8,97.01,14.16,0.05,
C1,B04,X12,,3,0.24815,123.21,0,0,29.8,96.94,14.16,0.05,
C1,B03,X11,,3,0.25015,126.05,0,0,29.8,96.95,14.1,0.05,
C1,B02,X10,,3,0.25218,119.54,0,0,29.8,96.94,14.12,0.05,
C1,B01,X9,,3,0.25419,122.13,0,0,29.8,96.94,14.17,0.05,
C1,C01,X17,,3,0.25617,122,0,0,29.9,96.87,14.17,0.05,
C1,C02,X18,,3,0.25816,126.6,0,0,29.9,96.83,14.17,0.05,
C1,C03,X19,,3,0.26011,132.17,0,0,29.9,96.75,14.17,0.05,
C1,C04,X20,,3,0.2621,128.41,0,0,29.9,96.82,14.17,0.05,
C1,C05,X21,,3,0.26408,129.4,0,0,29.9,96.81,14.19,0.05,
C1,C06,X22,,3,0.26608,126.43,0,0,29.9,96.75,14.16,0.05,
C1,C07,X23,,3,0.26808,132.79,0,0,29.9,96.75,14.16,0.05,
C1,C08,X24,,3,0.27008,122.26,0,0,29.9,96.68,14.17,0.05,
C1,D08,X32,,3,0.27211,127.98,0,0,30,96.62,14.19,0.05,
C1,D07,X31,,3,0.27409,137.05,0,0,30,96.57,14.19,0.05,
C1,D06,X30,,3,0.2761,136.26,0,0,30,96.43,14.19,0.05,
C1,D05,X29,,3,0.27808,133.48,0,0,30.1,96.36,14.26,0.05,
C1,D04,X28,,3,0.28008,136.9,0,0,30.1,96.3,14.26,0.05,
C1,D03,X27,,3,0.28204,137.47,0,0,30.1,96.17,14.26,0.05,
C1,D02,X26,,3,0.284,133.63,0,0,30.1,96.22,14.26,0.05,
C1,D01,X25,,3,0.28597,125.58,0,0,30.1,96.1,14.26,0.05,
C1,E01,X33,,3,0.28801,129.92,0,0,30.1,96,14.27,0.05,
C1,E02,X34,,3,0.28999,131.96,0,0,30.1,95.9,14.25,0.05,
C1,E03,X35,,3,0.29201,139.13,0,0,30.1,95.84,14.26,0.05,
C1,E04,X36,,3,0.29399,146.5,0,0,30.1,95.7,14.26,0.05,
C1,E05,X37,,3,0.296,139.55,0,0,30.1,95.57,14.28,0.05,
C1,E06,X38,,3,0.29797,145.06,0,0,30.1,95.57,14.34,0.05,
C1,E07,X39,,3,0.29993,143.5,0,0,30.1,95.51,14.27,0.05,
C1,E08,X40,,3,0.30189,125.56,0,0,30.1,95.45,14.34,0.05,
C1,F08,X48,,3,0.30387,131.52,0,0,30.1,95.38,14.29,0.05,
C1,F07,X47,,3,0.30585,137.77,0,0,30.1,95.3,14.29,0.05,
C1,F06,X46,,3,0.30783,139.08,0,0,30.1,95.26,14.35,0.05,
C1,F05,X45,,3,0.30982,139.99,0,0,30.1,95.13,14.35,0.05,
C1,F04,X44,,3,0.31183,148.96,0,0,30.1,95,14.29,0.05,
C1,F03,X43,,3,0.31382,133.6,0,0,30.1,94.94,14.35,0.05,
