"","m1_median","m2_mean","qunatile1","qunatile3","standard_dev","coef_of_dist","coef_of_variation","i"
"1",53102,59328.5367156208,39905.75,68927.75,31828.1278730752,0.546533087266016,0.536472490896528,0
"2",51888,58460.5889816361,39024,67444,31171.8338932261,0.547718162195498,0.533211081794232,400
