"","m1_median","m2_mean","qunatile1","qunatile3","standard_dev","coef_of_dist","coef_of_variation","i"
"1",52591,58410.4387312187,39671,69044.5,27336.2510989979,0.558527124412922,0.468002838067838,0
"2",52790,57355.1672240803,39575.75,67751,25756.8948592221,0.533723243038454,0.449077146939399,600
