"","m1_median","m2_mean","qunatile1","qunatile3","standard_dev","coef_of_dist","coef_of_variation","i"
"1",45359,49986.5358692025,34338,58833,24311.4541842565,0.540025132829207,0.486360051992223,0
"2",44402,48688.6951585977,32988.5,58197.5,22631.9769423751,0.567744696184857,0.464830221238301,600
