"","m1_median","m2_mean","qunatile1","qunatile3","standard_dev","coef_of_dist","coef_of_variation","i"
"1",43112,51355.0244228839,28188,65074,34638.3911055918,0.855585451846354,0.674488844954319,0
"2",NA,NA,NA,NA,NA,NA,NA,600
