"","m1_median","m2_mean","qunatile1","qunatile3","standard_dev","coef_of_dist","coef_of_variation","i"
"1",368,564.258378016086,249,528,3345.32623858592,0.758152173913043,5.92871345632116,0
"2",NA,NA,NA,NA,NA,NA,NA,600
