READING,WELLNUM,CONTENT,DESCRIPTION,FILTERSET,TIME [h],AMPLITUDE,PHASE,AMPLITUDE2,ACT TEMP [°C],ACT HUMIDITY [rH],ACT O2 [%],ACT CO2 [%],COMMENTS
R,,,,1,0.00677,125.42,0,36.71,25.5,48.57,16.9,0,test measure for referencing with gain 22 and 9
C1,A01,X1,,1,0.00995,13.05,0,0,26.1,58.06,16.87,0,
C1,A02,X2,,1,0.01194,10.81,0,0,26.6,61.57,16.79,0,
C1,A03,X3,,1,0.01394,11.5,0,0,27.1,65.08,16.78,0,
C1,A04,X4,,1,0.01591,11.58,0,0,27.5,66.96,16.7,0,
C1,A05,X5,,1,0.01788,11.05,0,0,28,69.69,16.61,0,
C1,A06,X6,,1,0.01988,11.52,0,0,28.5,71.18,16.6,0,
C1,A07,X7,,1,0.02187,10.81,0,0,28.9,72.48,16.53,0,
C1,A08,X8,,1,0.02384,13.98,0,0,29.4,73.14,16.51,0,
C1,B08,X16,,1,0.02592,13.04,0,0,29.9,73.72,16.49,0,
C1,B07,X15,,1,0.02797,12.81,0,0,30.3,73.99,16.4,0,
C1,B06,X14,,1,0.02995,13.28,0,0,30.8,74.06,16.34,0,
C1,B05,X13,,1,0.03196,11.31,0,0,31.1,73.99,16.33,0,
C1,B04,X12,,1,0.03393,11.51,0,0,31.4,74.06,16.3,0,
C1,B03,X11,,1,0.03589,13.08,0,0,31.8,74.06,16.23,0,
C1,B02,X10,,1,0.0379,12.43,0,0,32.1,74.11,16.23,0,
C1,B01,X9,,1,0.03984,11.62,0,0,32.3,73.99,16.21,0,
C1,C01,X17,,1,0.04189,11.26,0,0,32.6,73.85,16.14,0,
C1,C02,X18,,1,0.04395,12.15,0,0,32.8,73.8,16.13,0,
C1,C03,X19,,1,0.04593,11.93,0,0,32.9,73.82,16.13,0,
C1,C04,X20,,1,0.0479,11.58,0,0,32.9,73.74,16.12,0,
C1,C05,X21,,1,0.04991,11.85,0,0,33.1,73.73,16.05,0,
C1,C06,X22,,1,0.05187,11.73,0,0,33.1,73.73,16.05,0,
C1,C07,X23,,1,0.05386,12.59,0,0,33.1,73.8,16.03,0,
C1,C08,X24,,1,0.05586,12.03,0,0,33.1,73.99,16.03,0,
C1,D08,X32,,1,0.05787,12.07,0,0,33.1,74.05,15.96,0,
C1,D07,X31,,1,0.05983,12.92,0,0,33,74.39,15.95,0,
C1,D06,X30,,1,0.06184,12.77,0,0,32.9,74.58,15.95,0,
C1,D05,X29,,1,0.06388,12.41,0,0,32.8,74.84,15.94,0,
C1,D04,X28,,1,0.06592,12.87,0,0,32.8,75.16,15.94,0,
