READING,WELLNUM,CONTENT,DESCRIPTION,FILTERSET,TIME [h],AMPLITUDE,PHASE,AMPLITUDE2,ACT TEMP [°C],ACT HUMIDITY [rH],ACT O2 [%],ACT CO2 [%],COMMENTS
R,,,,1,0.00771,110.48,0,35.34,28.6,60.51,13.72,0.05,test measure for referencing with gain 22 and 9
C1,A01,X1,,1,0.0108,9.62,0,0,28.9,76.56,13.78,0.05,
C1,A02,X2,,1,0.01281,9.69,0,0,29.3,82.17,13.72,0.05,
C1,A03,X3,,1,0.01487,9.96,0,0,29.5,87.23,13.62,0.05,
C1,A04,X4,,1,0.01685,11.24,0,0,29.6,88.47,13.51,0.05,
C1,A05,X5,,1,0.01883,9.62,0,0,29.8,88.15,13.44,0.05,
C1,A06,X6,,1,0.02082,9.14,0,0,29.9,88.53,13.41,0.05,
C1,A07,X7,,1,0.02281,9.24,0,0,30,87.77,13.34,0.05,
C1,A08,X8,,1,0.02477,11.88,0,0,30.1,87.3,13.31,0.05,
C1,B08,X16,,1,0.02677,10.12,0,0,30.3,86.87,13.25,0.05,
C1,B07,X15,,1,0.02875,9.87,0,0,30.4,86.38,13.25,0.05,
C1,B06,X14,,1,0.03072,9.96,0,0,30.4,85.99,13.23,0.05,
C1,B05,X13,,1,0.03273,13.03,0,0,30.5,85.6,13.22,0.05,
C1,B04,X12,,1,0.03474,10.72,0,0,30.6,85.4,13.15,0.05,
C1,B03,X11,,1,0.0367,10.66,0,0,30.7,84.89,13.14,0.05,
C1,B02,X10,,1,0.03868,10.08,0,0,30.8,84.62,13.14,0.05,
C1,B01,X9,,1,0.0408,10.32,0,0,30.8,86.05,13.14,0.05,
C1,C01,X17,,1,0.04281,10.36,0,0,30.8,86.71,13.07,0.05,
C1,C02,X18,,1,0.04481,10.06,0,0,30.9,86.52,13.06,0.05,
C1,C03,X19,,1,0.04681,10.47,0,0,30.9,86.19,13.04,0.05,
C1,C04,X20,,1,0.04883,11.16,0,0,30.8,85.67,13.03,0.05,
C1,C05,X21,,1,0.05086,10.46,0,0,30.8,85.4,12.96,0.05,
C1,C06,X22,,1,0.05286,14.41,0,0,30.8,85.09,12.96,0.05,
C1,C07,X23,,1,0.0549,11.29,0,0,30.8,84.9,12.95,0.05,
